COD_CURSO,NOME_UNIDADE,NIVEL_CURSO,ANO,SEXO,INGRESSANTES,FORMADOS
641.EAD.05,Licenciatura em Ciências da Religião/EAD/Constantina/RS,Graduação,2018,F,7.0,0.0
641.EAD.05,Licenciatura em Ciências da Religião/EAD/Constantina/RS,Graduação,2020,F,0.0,2.0
641.EAD.05,Licenciatura em Ciências da Religião/EAD/Constantina/RS,Graduação,2021,F,0.0,3.0
641.EAD.05,Licenciatura em Ciências da Religião/EAD/Constantina/RS,Graduação,TOTAL,M,3.0,0.0
641.EAD.05,Licenciatura em Ciências da Religião/EAD/Constantina/RS,Graduação,TOTAL,F,11.0,5.0
641.EAD.08,Licenciatura em Ciências da Religião/EAD/Cruz Alta/RS,Graduação,2022,M,12.0,0.0
641.EAD.08,Licenciatura em Ciências da Religião/EAD/Cruz Alta/RS,Graduação,2022,F,13.0,0.0
641.EAD.08,Licenciatura em Ciências da Religião/EAD/Cruz Alta/RS,Graduação,TOTAL,M,12.0,0.0
641.EAD.08,Licenciatura em Ciências da Religião/EAD/Cruz Alta/RS,Graduação,TOTAL,F,13.0,0.0
641.EAD.01,Licenciatura em Ciências da Religião/EAD/Quaraí/RS,Graduação,2017,M,13.0,0.0
641.EAD.01,Licenciatura em Ciências da Religião/EAD/Quaraí/RS,Graduação,2017,F,15.0,0.0
641.EAD.01,Licenciatura em Ciências da Religião/EAD/Quaraí/RS,Graduação,2018,M,2.0,0.0
641.EAD.01,Licenciatura em Ciências da Religião/EAD/Quaraí/RS,Graduação,2018,F,5.0,0.0
641.EAD.01,Licenciatura em Ciências da Religião/EAD/Quaraí/RS,Graduação,2020,M,0.0,6.0
641.EAD.01,Licenciatura em Ciências da Religião/EAD/Quaraí/RS,Graduação,2020,F,0.0,12.0
641.EAD.01,Licenciatura em Ciências da Religião/EAD/Quaraí/RS,Graduação,2021,M,0.0,2.0
641.EAD.01,Licenciatura em Ciências da Religião/EAD/Quaraí/RS,Graduação,2021,F,0.0,3.0
641.EAD.01,Licenciatura em Ciências da Religião/EAD/Quaraí/RS,Graduação,2022,M,4.0,0.0
641.EAD.01,Licenciatura em Ciências da Religião/EAD/Quaraí/RS,Graduação,2022,F,12.0,0.0
