Ano,Semestre,Cód. Disciplina,Cód. Turma,Situação,%,Alunos,Professor,Cód. Curso,Curso
2022,1. Semestre,D888148,10,Aprovado,57,17,C380148380200,304,Engenharia Mecânica
2022,1. Semestre,D888148,10,CancMatric,7,2,C380148380200,304,Engenharia Mecânica
2022,1. Semestre,D888148,10,Repr.Freq,20,6,C380148380200,304,Engenharia Mecânica
2022,1. Semestre,D888148,10,Reprovado,17,5,C380148380200,304,Engenharia Mecânica
2022,1. Semestre,D888148,11,Aprovado,24,4,C380148380200,304,Engenharia Mecânica
2022,1. Semestre,D888148,11,Repr.Freq,41,7,C380148380200,304,Engenharia Mecânica
2022,1. Semestre,D888148,11,Reprovado,35,6,C380148380200,304,Engenharia Mecânica
2022,1. Semestre,D888148,CC1,Aprovado,56,14,C320402855200,307,Ciência da Computação - Bacharelado
2022,1. Semestre,D888148,CC1,CancMatric,4,1,C320402855200,307,Ciência da Computação - Bacharelado
2022,1. Semestre,D888148,CC1,Repr.Freq,16,4,C320402855200,307,Ciência da Computação - Bacharelado
2022,1. Semestre,D888148,CC1,Reprovado,24,6,C320402855200,307,Ciência da Computação - Bacharelado
2022,1. Semestre,D888148,CC2,Aprovado,60,9,C380148200685,307,Ciência da Computação - Bacharelado
2022,1. Semestre,D888148,CC2,Reprovado,33,5,C380148200685,307,Ciência da Computação - Bacharelado
2022,1. Semestre,D888148,CC2,Tr.Parcial,7,1,C380148200685,307,Ciência da Computação - Bacharelado
2022,1. Semestre,D888148,SI1,Aprovado,10,1,C320402855200,314,Bacharelado em Sistemas de Informação
2022,1. Semestre,D888148,SI1,Repr.Freq,40,4,C320402855200,314,Bacharelado em Sistemas de Informação
2022,1. Semestre,D888148,SI1,Reprovado,40,4,C320402855200,314,Bacharelado em Sistemas de Informação
2022,1. Semestre,D888148,SI1,Tr.Parcial,10,1,C320402855200,314,Bacharelado em Sistemas de Informação
2022,1. Semestre,D888148,SI2,Aprovado,50,2,C380148200685,314,Bacharelado em Sistemas de Informação
2022,1. Semestre,D888148,SI2,Reprovado,50,2,C380148200685,314,Bacharelado em Sistemas de Informação
2022,2. Semestre,D888148,10,Aprovado,37,13,C380148380200,304,Engenharia Mecânica
2022,2. Semestre,D888148,10,CancMatric,3,1,C380148380200,304,Engenharia Mecânica
2022,2. Semestre,D888148,10,Dispensado,6,2,C380148380200,304,Engenharia Mecânica
2022,2. Semestre,D888148,10,Repr.Freq,34,12,C380148380200,304,Engenharia Mecânica
2022,2. Semestre,D888148,10,Reprovado,20,7,C380148380200,304,Engenharia Mecânica
2022,2. Semestre,D888148,11,Aprovado,28,5,C380148380200,304,Engenharia Mecânica
2022,2. Semestre,D888148,11,Repr.Freq,50,9,C380148380200,304,Engenharia Mecânica
2022,2. Semestre,D888148,11,Reprovado,22,4,C380148380200,304,Engenharia Mecânica
2022,2. Semestre,D888148,CC1,Repr.Freq,40,2,C380148200685,307,Ciência da Computação - Bacharelado
2022,2. Semestre,D888148,CC1,Aprovado,60,3,C380148200685,307,Ciência da Computação - Bacharelado
2022,2. Semestre,D888148,CC2,Aprovado,40,2,C218200683888,307,Ciência da Computação - Bacharelado
2022,2. Semestre,D888148,CC2,Repr.Freq,60,3,C218200683888,307,Ciência da Computação - Bacharelado
2022,2. Semestre,D888148,SI1,Aprovado,46,11,C380148200685,314,Bacharelado em Sistemas de Informação
2022,2. Semestre,D888148,SI1,Dispensado,4,1,C380148200685,314,Bacharelado em Sistemas de Informação
2022,2. Semestre,D888148,SI1,Repr.Freq,17,4,C380148200685,314,Bacharelado em Sistemas de Informação
2022,2. Semestre,D888148,SI1,Reprovado,33,8,C380148200685,314,Bacharelado em Sistemas de Informação
2022,2. Semestre,D888148,SI2,Aprovado,50,11,C218200683888,314,Bacharelado em Sistemas de Informação
2022,2. Semestre,D888148,SI2,CancMatric,5,1,C218200683888,314,Bacharelado em Sistemas de Informação
2022,2. Semestre,D888148,SI2,Dispensado,5,1,C218200683888,314,Bacharelado em Sistemas de Informação
2022,2. Semestre,D888148,SI2,Repr.Freq,14,3,C218200683888,314,Bacharelado em Sistemas de Informação
2022,2. Semestre,D888148,SI2,Reprovado,27,6,C218200683888,314,Bacharelado em Sistemas de Informação
