COD_CURSO,NOME_UNIDADE,ANO,CENTRO,INGRESSANTES_M,INGRESSANTES_F,FORMADOS_M,FORMADOS_F,TOTAL_FORMADOS,TOTAL_INGRESSANTES,INGRESSANTES_M%,INGRESSANTES_F%,FORMADOS_M%,FORMADOS_F%
508,Comunicação Social - Relações Públicas,2021,CCSH,9,5,25,7.0,32,14,0.6428571428571429,0.35714285714285715,0.78125,0.21875
508,Comunicação Social - Relações Públicas,2022,CCSH,16,5,22,11.0,33,21,0.7619047619047619,0.23809523809523808,0.6666666666666666,0.3333333333333333
508,Comunicação Social - Relações Públicas,2023,CCSH,18,11,24,9.0,33,29,0.6206896551724138,0.3793103448275862,0.7272727272727273,0.2727272727272727
508,Comunicação Social - Relações Públicas,TOTAL,CCSH,170,46,251,99.0,350,216,0.7870370370370371,0.21296296296296297,0.7171428571428572,0.28285714285714286
509,Arquivologia,2014,CCSH,14,2,24,9.0,33,16,0.875,0.125,0.7272727272727273,0.2727272727272727
509,Arquivologia,2015,CCSH,6,5,24,11.0,35,11,0.5454545454545454,0.45454545454545453,0.6857142857142857,0.3142857142857143
509,Arquivologia,2016,CCSH,10,5,35,17.0,52,15,0.6666666666666666,0.3333333333333333,0.6730769230769231,0.3269230769230769
509,Arquivologia,2017,CCSH,23,4,26,8.0,34,27,0.8518518518518519,0.14814814814814814,0.7647058823529411,0.23529411764705882
509,Arquivologia,2018,CCSH,9,7,17,14.0,31,16,0.5625,0.4375,0.5483870967741935,0.45161290322580644
509,Arquivologia,2019,CCSH,13,4,24,11.0,35,17,0.7647058823529411,0.23529411764705882,0.6857142857142857,0.3142857142857143
509,Arquivologia,2020,CCSH,6,1,22,13.0,35,7,0.8571428571428571,0.14285714285714285,0.6285714285714286,0.37142857142857144
509,Arquivologia,2021,CCSH,8,1,23,7.0,30,9,0.8888888888888888,0.1111111111111111,0.7666666666666667,0.23333333333333334
509,Arquivologia,2022,CCSH,9,4,19,9.0,28,13,0.6923076923076923,0.3076923076923077,0.6785714285714286,0.32142857142857145
509,Arquivologia,2023,CCSH,10,3,30,11.0,41,13,0.7692307692307693,0.23076923076923078,0.7317073170731707,0.2682926829268293
509,Arquivologia,TOTAL,CCSH,108,36,244,110.0,354,144,0.75,0.25,0.6892655367231638,0.3107344632768362
515,Administração - Noturno,2014,CCSH,15,22,20,38.0,58,37,0.40540540540540543,0.5945945945945946,0.3448275862068966,0.6551724137931034
515,Administração - Noturno,2015,CCSH,17,22,18,35.0,53,39,0.4358974358974359,0.5641025641025641,0.33962264150943394,0.660377358490566
515,Administração - Noturno,2016,CCSH,16,24,20,33.0,53,40,0.4,0.6,0.37735849056603776,0.6226415094339622
515,Administração - Noturno,2017,CCSH,17,19,23,32.0,55,36,0.4722222222222222,0.5277777777777778,0.41818181818181815,0.5818181818181818
515,Administração - Noturno,2018,CCSH,11,10,20,29.0,49,21,0.5238095238095238,0.47619047619047616,0.40816326530612246,0.5918367346938775
515,Administração - Noturno,2019,CCSH,5,21,24,43.0,67,26,0.19230769230769232,0.8076923076923077,0.3582089552238806,0.6417910447761194
515,Administração - Noturno,2020,CCSH,15,15,33,52.0,85,30,0.5,0.5,0.38823529411764707,0.611764705882353
515,Administração - Noturno,2021,CCSH,12,15,30,33.0,63,27,0.4444444444444444,0.5555555555555556,0.47619047619047616,0.5238095238095238
515,Administração - Noturno,2022,CCSH,15,14,39,46.0,85,29,0.5172413793103449,0.4827586206896552,0.4588235294117647,0.5411764705882353
515,Administração - Noturno,2023,CCSH,15,14,53,59.0,112,29,0.5172413793103449,0.4827586206896552,0.4732142857142857,0.5267857142857143
515,Administração - Noturno,TOTAL,CCSH,138,176,280,400.0,680,314,0.4394904458598726,0.5605095541401274,0.4117647058823529,0.5882352941176471
519,Direito - Noturno,2014,CCSH,21,27,25,28.0,53,48,0.4375,0.5625,0.4716981132075472,0.5283018867924528
519,Direito - Noturno,2015,CCSH,11,24,20,25.0,45,35,0.3142857142857143,0.6857142857142857,0.4444444444444444,0.5555555555555556
519,Direito - Noturno,2016,CCSH,5,6,20,23.0,43,11,0.45454545454545453,0.5454545454545454,0.46511627906976744,0.5348837209302325
519,Direito - Noturno,2017,CCSH,14,21,20,30.0,50,35,0.4,0.6,0.4,0.6
519,Direito - Noturno,2018,CCSH,17,20,23,18.0,41,37,0.4594594594594595,0.5405405405405406,0.5609756097560976,0.43902439024390244
519,Direito - Noturno,2019,CCSH,19,19,23,22.0,45,38,0.5,0.5,0.5111111111111111,0.4888888888888889
519,Direito - Noturno,2020,CCSH,10,9,21,22.0,43,19,0.5263157894736842,0.47368421052631576,0.4883720930232558,0.5116279069767442
519,Direito - Noturno,2021,CCSH,16,25,16,27.0,43,41,0.3902439024390244,0.6097560975609756,0.37209302325581395,0.627906976744186
519,Direito - Noturno,2022,CCSH,12,17,30,24.0,54,29,0.41379310344827586,0.5862068965517241,0.5555555555555556,0.4444444444444444
519,Direito - Noturno,2023,CCSH,18,19,29,24.0,53,37,0.4864864864864865,0.5135135135135135,0.5471698113207547,0.4528301886792453
519,Direito - Noturno,TOTAL,CCSH,143,187,227,243.0,470,330,0.43333333333333335,0.5666666666666667,0.4829787234042553,0.5170212765957447
520,Psicologia,2014,CCSH,14,4,23,9.0,32,18,0.7777777777777778,0.2222222222222222,0.71875,0.28125
520,Psicologia,2015,CCSH,20,4,17,10.0,27,24,0.8333333333333334,0.16666666666666666,0.6296296296296297,0.37037037037037035
520,Psicologia,2016,CCSH,18,3,23,7.0,30,21,0.8571428571428571,0.14285714285714285,0.7666666666666667,0.23333333333333334
520,Psicologia,2017,CCSH,14,5,23,9.0,32,19,0.7368421052631579,0.2631578947368421,0.71875,0.28125
520,Psicologia,2018,CCSH,16,3,18,8.0,26,19,0.8421052631578947,0.15789473684210525,0.6923076923076923,0.3076923076923077
520,Psicologia,2019,CCSH,13,3,12,16.0,28,16,0.8125,0.1875,0.42857142857142855,0.5714285714285714
520,Psicologia,2020,CCSH,10,2,29,8.0,37,12,0.8333333333333334,0.16666666666666666,0.7837837837837838,0.21621621621621623
520,Psicologia,2021,CCSH,27,6,19,17.0,36,33,0.8181818181818182,0.18181818181818182,0.5277777777777778,0.4722222222222222
520,Psicologia,2022,CCSH,18,7,34,13.0,47,25,0.72,0.28,0.723404255319149,0.2765957446808511
520,Psicologia,2023,CCSH,6,8,27,9.0,36,14,0.42857142857142855,0.5714285714285714,0.75,0.25
520,Psicologia,TOTAL,CCSH,156,45,225,106.0,331,201,0.7761194029850746,0.22388059701492538,0.6797583081570997,0.3202416918429003
521,Ciências Econômicas - Diurno,2014,CCSH,13,7,24,24.0,48,20,0.65,0.35,0.5,0.5
521,Ciências Econômicas - Diurno,2015,CCSH,11,13,16,25.0,41,24,0.4583333333333333,0.5416666666666666,0.3902439024390244,0.6097560975609756
521,Ciências Econômicas - Diurno,2016,CCSH,8,5,11,32.0,43,13,0.6153846153846154,0.38461538461538464,0.2558139534883721,0.7441860465116279
521,Ciências Econômicas - Diurno,2017,CCSH,12,8,10,34.0,44,20,0.6,0.4,0.22727272727272727,0.7727272727272727
521,Ciências Econômicas - Diurno,2018,CCSH,7,6,20,29.0,49,13,0.5384615384615384,0.46153846153846156,0.40816326530612246,0.5918367346938775
521,Ciências Econômicas - Diurno,2019,CCSH,6,12,15,32.0,47,18,0.3333333333333333,0.6666666666666666,0.3191489361702128,0.6808510638297872
521,Ciências Econômicas - Diurno,2020,CCSH,5,3,13,31.0,44,8,0.625,0.375,0.29545454545454547,0.7045454545454546
521,Ciências Econômicas - Diurno,2021,CCSH,1,7,10,32.0,42,8,0.125,0.875,0.23809523809523808,0.7619047619047619
521,Ciências Econômicas - Diurno,2022,CCSH,8,14,18,24.0,42,22,0.36363636363636365,0.6363636363636364,0.42857142857142855,0.5714285714285714
521,Ciências Econômicas - Diurno,2023,CCSH,14,13,15,29.0,44,27,0.5185185185185185,0.48148148148148145,0.3409090909090909,0.6590909090909091
521,Ciências Econômicas - Diurno,TOTAL,CCSH,85,88,152,292.0,444,173,0.4913294797687861,0.5086705202312138,0.34234234234234234,0.6576576576576577
522,Ciências Sociais  - Bacharelado,2014,CCSH,8,7,25,28.0,53,15,0.5333333333333333,0.4666666666666667,0.4716981132075472,0.5283018867924528
522,Ciências Sociais  - Bacharelado,2015,CCSH,5,4,21,32.0,53,9,0.5555555555555556,0.4444444444444444,0.39622641509433965,0.6037735849056604
522,Ciências Sociais  - Bacharelado,2016,CCSH,6,2,33,18.0,51,8,0.75,0.25,0.6470588235294118,0.35294117647058826
522,Ciências Sociais  - Bacharelado,2017,CCSH,4,3,29,19.0,48,7,0.5714285714285714,0.42857142857142855,0.6041666666666666,0.3958333333333333
522,Ciências Sociais  - Bacharelado,2018,CCSH,7,4,27,20.0,47,11,0.6363636363636364,0.36363636363636365,0.574468085106383,0.425531914893617
522,Ciências Sociais  - Bacharelado,2019,CCSH,5,5,36,30.0,66,10,0.5,0.5,0.5454545454545454,0.45454545454545453
522,Ciências Sociais  - Bacharelado,2020,CCSH,5,4,39,23.0,62,9,0.5555555555555556,0.4444444444444444,0.6290322580645161,0.3709677419354839
522,Ciências Sociais  - Bacharelado,2021,CCSH,1,2,27,16.0,43,3,0.3333333333333333,0.6666666666666666,0.627906976744186,0.37209302325581395
522,Ciências Sociais  - Bacharelado,2022,CCSH,4,3,26,14.0,40,7,0.5714285714285714,0.42857142857142855,0.65,0.35
522,Ciências Sociais  - Bacharelado,2023,CCSH,9,10,32,16.0,48,19,0.47368421052631576,0.5263157894736842,0.6666666666666666,0.3333333333333333
522,Ciências Sociais  - Bacharelado,TOTAL,CCSH,54,44,295,216.0,511,98,0.5510204081632653,0.4489795918367347,0.5772994129158513,0.4227005870841487
524,Ciências Contábeis - Diurno,2014,CCSH,18,7,31,23.0,54,25,0.72,0.28,0.5740740740740741,0.42592592592592593
524,Ciências Contábeis - Diurno,2015,CCSH,23,15,20,21.0,41,38,0.6052631578947368,0.39473684210526316,0.4878048780487805,0.5121951219512195
524,Ciências Contábeis - Diurno,2016,CCSH,21,6,26,21.0,47,27,0.7777777777777778,0.2222222222222222,0.5531914893617021,0.44680851063829785
524,Ciências Contábeis - Diurno,2017,CCSH,26,8,31,26.0,57,34,0.7647058823529411,0.23529411764705882,0.543859649122807,0.45614035087719296
524,Ciências Contábeis - Diurno,2018,CCSH,18,4,28,27.0,55,22,0.8181818181818182,0.18181818181818182,0.509090909090909,0.4909090909090909
524,Ciências Contábeis - Diurno,2019,CCSH,15,7,23,29.0,52,22,0.6818181818181818,0.3181818181818182,0.4423076923076923,0.5576923076923077
524,Ciências Contábeis - Diurno,2020,CCSH,24,9,27,17.0,44,33,0.7272727272727273,0.2727272727272727,0.6136363636363636,0.38636363636363635
524,Ciências Contábeis - Diurno,2021,CCSH,16,9,27,14.0,41,25,0.64,0.36,0.6585365853658537,0.34146341463414637
524,Ciências Contábeis - Diurno,2022,CCSH,11,9,38,25.0,63,20,0.55,0.45,0.6031746031746031,0.3968253968253968
524,Ciências Contábeis - Diurno,2023,CCSH,12,13,24,33.0,57,25,0.48,0.52,0.42105263157894735,0.5789473684210527
524,Ciências Contábeis - Diurno,TOTAL,CCSH,184,87,275,236.0,511,271,0.6789667896678967,0.3210332103321033,0.538160469667319,0.461839530332681
525,Relações Internacionais,2014,CCSH,19,14,48,30.0,78,33,0.5757575757575758,0.42424242424242425,0.6153846153846154,0.38461538461538464
525,Relações Internacionais,2015,CCSH,25,9,24,29.0,53,34,0.7352941176470589,0.2647058823529412,0.4528301886792453,0.5471698113207547
525,Relações Internacionais,2016,CCSH,31,15,29,22.0,51,46,0.6739130434782609,0.32608695652173914,0.5686274509803921,0.43137254901960786
525,Relações Internacionais,2017,CCSH,27,17,36,19.0,55,44,0.6136363636363636,0.38636363636363635,0.6545454545454545,0.34545454545454546
525,Relações Internacionais,2018,CCSH,15,14,29,28.0,57,29,0.5172413793103449,0.4827586206896552,0.5087719298245614,0.49122807017543857
525,Relações Internacionais,2019,CCSH,13,12,31,19.0,50,25,0.52,0.48,0.62,0.38
525,Relações Internacionais,2020,CCSH,22,8,34,16.0,50,30,0.7333333333333333,0.26666666666666666,0.68,0.32
525,Relações Internacionais,2021,CCSH,7,6,28,25.0,53,13,0.5384615384615384,0.46153846153846156,0.5283018867924528,0.4716981132075472
525,Relações Internacionais,2022,CCSH,16,8,32,18.0,50,24,0.6666666666666666,0.3333333333333333,0.64,0.36
525,Relações Internacionais,2023,CCSH,30,19,36,13.0,49,49,0.6122448979591837,0.3877551020408163,0.7346938775510204,0.2653061224489796
525,Relações Internacionais,TOTAL,CCSH,205,122,327,219.0,546,327,0.6269113149847095,0.3730886850152905,0.5989010989010989,0.4010989010989011
526,Licenciatura em Sociologia,2014,CCSH,8,4,19,19.0,38,12,0.6666666666666666,0.3333333333333333,0.5,0.5
526,Licenciatura em Sociologia,2015,CCSH,2,1,0,0.0,0,3,0.6666666666666666,0.3333333333333333,,
526,Licenciatura em Sociologia,2016,CCSH,0,1,0,0.0,0,1,0.0,1.0,,
526,Licenciatura em Sociologia,2020,CCSH,0,1,0,0.0,0,1,0.0,1.0,,
526,Licenciatura em Sociologia,TOTAL,CCSH,10,7,19,19.0,38,17,0.5882352941176471,0.4117647058823529,0.5,0.5
527.EAD.03,Licenciatura Sociologia/Distância/Restinga Seca/RS,2014,CCSH,2,0,0,0.0,0,2,1.0,0.0,,
527.EAD.03,Licenciatura Sociologia/Distância/Restinga Seca/RS,2015,CCSH,12,2,0,0.0,0,14,0.8571428571428571,0.14285714285714285,,
527.EAD.03,Licenciatura Sociologia/Distância/Restinga Seca/RS,TOTAL,CCSH,14,2,0,0.0,0,16,0.875,0.125,,
527.EAD.04,Licenciatura Sociologia/Distância/Santana do Livramento/RS,2014,CCSH,2,0,0,0.0,0,2,1.0,0.0,,
527.EAD.04,Licenciatura Sociologia/Distância/Santana do Livramento/RS,TOTAL,CCSH,2,0,0,0.0,0,2,1.0,0.0,,
527.EAD.06,Licenciatura Sociologia/Distância/Cachoeira do Sul/RS,2014,CCSH,1,0,0,0.0,0,1,1.0,0.0,,
527.EAD.06,Licenciatura Sociologia/Distância/Cachoeira do Sul/RS,2015,CCSH,19,3,0,0.0,0,22,0.8636363636363636,0.13636363636363635,,
527.EAD.06,Licenciatura Sociologia/Distância/Cachoeira do Sul/RS,TOTAL,CCSH,20,3,0,0.0,0,23,0.8695652173913043,0.13043478260869565,,
527.EAD.07,Licenciatura Sociologia/Distância/Picada Café/RS,2015,CCSH,8,3,0,0.0,0,11,0.7272727272727273,0.2727272727272727,,
527.EAD.07,Licenciatura Sociologia/Distância/Picada Café/RS,TOTAL,CCSH,8,3,0,0.0,0,11,0.7272727272727273,0.2727272727272727,,
527.EAD.08,Licenciatura Sociologia/Distância/Quaraí/RS,2015,CCSH,13,6,0,0.0,0,19,0.6842105263157895,0.3157894736842105,,
527.EAD.08,Licenciatura Sociologia/Distância/Quaraí/RS,TOTAL,CCSH,13,6,0,0.0,0,19,0.6842105263157895,0.3157894736842105,,
527.EAD.09,Licenciatura Sociologia/Distância/Faxinal do Soturno/RS,2017,CCSH,0,0,21,22.0,43,0,,,0.4883720930232558,0.5116279069767442
527.EAD.09,Licenciatura Sociologia/Distância/Faxinal do Soturno/RS,2018,CCSH,0,0,11,3.0,14,0,,,0.7857142857142857,0.21428571428571427
527.EAD.09,Licenciatura Sociologia/Distância/Faxinal do Soturno/RS,2022,CCSH,12,7,0,0.0,0,19,0.631578947368421,0.3684210526315789,,
527.EAD.09,Licenciatura Sociologia/Distância/Faxinal do Soturno/RS,TOTAL,CCSH,12,7,32,25.0,57,19,0.631578947368421,0.3684210526315789,0.5614035087719298,0.43859649122807015
527.EAD.10,Licenciatura Sociologia/Distância/Gramado/RS,2017,CCSH,0,0,27,18.0,45,0,,,0.6,0.4
527.EAD.10,Licenciatura Sociologia/Distância/Gramado/RS,2018,CCSH,0,0,4,3.0,7,0,,,0.5714285714285714,0.42857142857142855
527.EAD.10,Licenciatura Sociologia/Distância/Gramado/RS,2021,CCSH,1,2,0,0.0,0,3,0.3333333333333333,0.6666666666666666,,
527.EAD.10,Licenciatura Sociologia/Distância/Gramado/RS,2022,CCSH,10,5,0,0.0,0,15,0.6666666666666666,0.3333333333333333,,
527.EAD.10,Licenciatura Sociologia/Distância/Gramado/RS,TOTAL,CCSH,11,7,31,21.0,52,18,0.6111111111111112,0.3888888888888889,0.5961538461538461,0.40384615384615385
527.EAD.11,Licenciatura Sociologia/Distância/Jaquirana/RS,2017,CCSH,0,0,29,14.0,43,0,,,0.6744186046511628,0.32558139534883723
527.EAD.11,Licenciatura Sociologia/Distância/Jaquirana/RS,2022,CCSH,16,4,0,0.0,0,20,0.8,0.2,,
527.EAD.11,Licenciatura Sociologia/Distância/Jaquirana/RS,TOTAL,CCSH,16,4,29,14.0,43,20,0.8,0.2,0.6744186046511628,0.32558139534883723
527.EAD.12,Licenciatura Sociologia/Distância/Mostardas/RS,2017,CCSH,0,0,32,12.0,44,0,,,0.7272727272727273,0.2727272727272727
527.EAD.12,Licenciatura Sociologia/Distância/Mostardas/RS,2022,CCSH,17,4,0,0.0,0,21,0.8095238095238095,0.19047619047619047,,
527.EAD.12,Licenciatura Sociologia/Distância/Mostardas/RS,TOTAL,CCSH,17,4,32,12.0,44,21,0.8095238095238095,0.19047619047619047,0.7272727272727273,0.2727272727272727
528,Serviço Social - Bacharelado (Noturno),2014,CCSH,19,2,38,16.0,54,21,0.9047619047619048,0.09523809523809523,0.7037037037037037,0.2962962962962963
528,Serviço Social - Bacharelado (Noturno),2015,CCSH,26,7,41,11.0,52,33,0.7878787878787878,0.21212121212121213,0.7884615384615384,0.21153846153846154
528,Serviço Social - Bacharelado (Noturno),2016,CCSH,33,3,43,7.0,50,36,0.9166666666666666,0.08333333333333333,0.86,0.14
528,Serviço Social - Bacharelado (Noturno),2017,CCSH,33,2,31,10.0,41,35,0.9428571428571428,0.05714285714285714,0.7560975609756098,0.24390243902439024
528,Serviço Social - Bacharelado (Noturno),2018,CCSH,26,12,44,7.0,51,38,0.6842105263157895,0.3157894736842105,0.8627450980392157,0.13725490196078433
528,Serviço Social - Bacharelado (Noturno),2019,CCSH,32,4,42,14.0,56,36,0.8888888888888888,0.1111111111111111,0.75,0.25
528,Serviço Social - Bacharelado (Noturno),2020,CCSH,18,0,42,9.0,51,18,1.0,0.0,0.8235294117647058,0.17647058823529413
528,Serviço Social - Bacharelado (Noturno),2021,CCSH,15,3,36,13.0,49,18,0.8333333333333334,0.16666666666666666,0.7346938775510204,0.2653061224489796
528,Serviço Social - Bacharelado (Noturno),2022,CCSH,19,2,28,17.0,45,21,0.9047619047619048,0.09523809523809523,0.6222222222222222,0.37777777777777777
528,Serviço Social - Bacharelado (Noturno),2023,CCSH,11,1,60,18.0,78,12,0.9166666666666666,0.08333333333333333,0.7692307692307693,0.23076923076923078
528,Serviço Social - Bacharelado (Noturno),TOTAL,CCSH,232,36,405,122.0,527,268,0.8656716417910447,0.13432835820895522,0.7685009487666035,0.2314990512333966
529,Comunicação Social - Produção Editorial,2014,CCSH,15,8,24,9.0,33,23,0.6521739130434783,0.34782608695652173,0.7272727272727273,0.2727272727272727
529,Comunicação Social - Produção Editorial,2015,CCSH,15,7,26,10.0,36,22,0.6818181818181818,0.3181818181818182,0.7222222222222222,0.2777777777777778
529,Comunicação Social - Produção Editorial,2016,CCSH,12,5,25,7.0,32,17,0.7058823529411765,0.29411764705882354,0.78125,0.21875
529,Comunicação Social - Produção Editorial,2017,CCSH,16,6,28,9.0,37,22,0.7272727272727273,0.2727272727272727,0.7567567567567568,0.24324324324324326
529,Comunicação Social - Produção Editorial,2018,CCSH,16,5,24,11.0,35,21,0.7619047619047619,0.23809523809523808,0.6857142857142857,0.3142857142857143
529,Comunicação Social - Produção Editorial,2019,CCSH,14,6,27,8.0,35,20,0.7,0.3,0.7714285714285715,0.22857142857142856
529,Comunicação Social - Produção Editorial,2020,CCSH,3,2,26,11.0,37,5,0.6,0.4,0.7027027027027027,0.2972972972972973
529,Comunicação Social - Produção Editorial,2021,CCSH,19,4,25,7.0,32,23,0.8260869565217391,0.17391304347826086,0.78125,0.21875
529,Comunicação Social - Produção Editorial,2022,CCSH,16,5,27,7.0,34,21,0.7619047619047619,0.23809523809523808,0.7941176470588235,0.20588235294117646
529,Comunicação Social - Produção Editorial,2023,CCSH,16,8,29,5.0,34,24,0.6666666666666666,0.3333333333333333,0.8529411764705882,0.14705882352941177
529,Comunicação Social - Produção Editorial,TOTAL,CCSH,142,56,261,84.0,345,198,0.7171717171717171,0.2828282828282828,0.7565217391304347,0.24347826086956523
530,Licenciatura em Ciências Sociais,2015,CCSH,9,3,82,66.0,148,12,0.75,0.25,0.5540540540540541,0.44594594594594594
530,Licenciatura em Ciências Sociais,2016,CCSH,3,8,32,31.0,63,11,0.2727272727272727,0.7272727272727273,0.5079365079365079,0.49206349206349204
530,Licenciatura em Ciências Sociais,2017,CCSH,5,1,24,30.0,54,6,0.8333333333333334,0.16666666666666666,0.4444444444444444,0.5555555555555556
530,Licenciatura em Ciências Sociais,2018,CCSH,7,8,30,24.0,54,15,0.4666666666666667,0.5333333333333333,0.5555555555555556,0.4444444444444444
530,Licenciatura em Ciências Sociais,2019,CCSH,12,7,28,24.0,52,19,0.631578947368421,0.3684210526315789,0.5384615384615384,0.46153846153846156
530,Licenciatura em Ciências Sociais,2020,CCSH,6,5,26,18.0,44,11,0.5454545454545454,0.45454545454545453,0.5909090909090909,0.4090909090909091
530,Licenciatura em Ciências Sociais,2021,CCSH,5,5,23,20.0,43,10,0.5,0.5,0.5348837209302325,0.46511627906976744
530,Licenciatura em Ciências Sociais,2022,CCSH,8,7,24,17.0,41,15,0.5333333333333333,0.4666666666666667,0.5853658536585366,0.4146341463414634
530,Licenciatura em Ciências Sociais,2023,CCSH,7,3,37,31.0,68,10,0.7,0.3,0.5441176470588235,0.45588235294117646
530,Licenciatura em Ciências Sociais,TOTAL,CCSH,62,47,306,261.0,567,109,0.5688073394495413,0.43119266055045874,0.5396825396825397,0.4603174603174603
531,Curso Superior de Tecnologia em Gestão de Turismo,2014,CCSH,0,0,1,0.0,1,0,,,1.0,0.0
531,Curso Superior de Tecnologia em Gestão de Turismo,2015,CCSH,0,0,1,1.0,2,0,,,0.5,0.5
531,Curso Superior de Tecnologia em Gestão de Turismo,2016,CCSH,0,0,7,6.0,13,0,,,0.5384615384615384,0.46153846153846156
531,Curso Superior de Tecnologia em Gestão de Turismo,2017,CCSH,0,0,21,10.0,31,0,,,0.6774193548387096,0.3225806451612903
531,Curso Superior de Tecnologia em Gestão de Turismo,2018,CCSH,0,0,30,23.0,53,0,,,0.5660377358490566,0.4339622641509434
531,Curso Superior de Tecnologia em Gestão de Turismo,2019,CCSH,13,6,46,17.0,63,19,0.6842105263157895,0.3157894736842105,0.7301587301587301,0.2698412698412698
531,Curso Superior de Tecnologia em Gestão de Turismo,2020,CCSH,7,2,40,22.0,62,9,0.7777777777777778,0.2222222222222222,0.6451612903225806,0.3548387096774194
531,Curso Superior de Tecnologia em Gestão de Turismo,2021,CCSH,12,6,36,11.0,47,18,0.6666666666666666,0.3333333333333333,0.7659574468085106,0.23404255319148937
531,Curso Superior de Tecnologia em Gestão de Turismo,2022,CCSH,9,1,28,15.0,43,10,0.9,0.1,0.6511627906976745,0.3488372093023256
531,Curso Superior de Tecnologia em Gestão de Turismo,2023,CCSH,9,9,32,20.0,52,18,0.5,0.5,0.6153846153846154,0.38461538461538464
531,Curso Superior de Tecnologia em Gestão de Turismo,TOTAL,CCSH,50,24,242,125.0,367,74,0.6756756756756757,0.32432432432432434,0.659400544959128,0.3405994550408719
627,Pedagogia - Licenciatura Plena Noturno,2014,CE,21,0,55,3.0,58,21,1.0,0.0,0.9482758620689655,0.05172413793103448
627,Pedagogia - Licenciatura Plena Noturno,2015,CE,17,3,66,5.0,71,20,0.85,0.15,0.9295774647887324,0.07042253521126761
627,Pedagogia - Licenciatura Plena Noturno,2016,CE,21,0,31,6.0,37,21,1.0,0.0,0.8378378378378378,0.16216216216216217
627,Pedagogia - Licenciatura Plena Noturno,2017,CE,30,1,29,14.0,43,31,0.967741935483871,0.03225806451612903,0.6744186046511628,0.32558139534883723
627,Pedagogia - Licenciatura Plena Noturno,2018,CE,30,1,47,11.0,58,31,0.967741935483871,0.03225806451612903,0.8103448275862069,0.1896551724137931
627,Pedagogia - Licenciatura Plena Noturno,2019,CE,25,1,73,8.0,81,26,0.9615384615384616,0.038461538461538464,0.9012345679012346,0.09876543209876543
627,Pedagogia - Licenciatura Plena Noturno,2020,CE,14,0,37,7.0,44,14,1.0,0.0,0.8409090909090909,0.1590909090909091
627,Pedagogia - Licenciatura Plena Noturno,2021,CE,22,0,40,5.0,45,22,1.0,0.0,0.8888888888888888,0.1111111111111111
627,Pedagogia - Licenciatura Plena Noturno,2022,CE,22,2,50,9.0,59,24,0.9166666666666666,0.08333333333333333,0.847457627118644,0.15254237288135594
627,Pedagogia - Licenciatura Plena Noturno,2023,CE,20,0,83,11.0,94,20,1.0,0.0,0.8829787234042553,0.11702127659574468
627,Pedagogia - Licenciatura Plena Noturno,TOTAL,CE,222,8,511,79.0,590,230,0.9652173913043478,0.034782608695652174,0.8661016949152542,0.13389830508474576
628,Pedagogia - Licenciatura Plena Diurno,2014,CE,46,1,96,6.0,102,47,0.9787234042553191,0.02127659574468085,0.9411764705882353,0.058823529411764705
628,Pedagogia - Licenciatura Plena Diurno,2015,CE,48,0,80,9.0,89,48,1.0,0.0,0.898876404494382,0.10112359550561797
628,Pedagogia - Licenciatura Plena Diurno,2016,CE,45,0,99,19.0,118,45,1.0,0.0,0.8389830508474576,0.16101694915254236
628,Pedagogia - Licenciatura Plena Diurno,2017,CE,36,0,78,13.0,91,36,1.0,0.0,0.8571428571428571,0.14285714285714285
628,Pedagogia - Licenciatura Plena Diurno,2018,CE,48,2,98,12.0,110,50,0.96,0.04,0.8909090909090909,0.10909090909090909
628,Pedagogia - Licenciatura Plena Diurno,2019,CE,51,2,101,12.0,113,53,0.9622641509433962,0.03773584905660377,0.8938053097345132,0.10619469026548672
628,Pedagogia - Licenciatura Plena Diurno,2020,CE,10,0,98,13.0,111,10,1.0,0.0,0.8828828828828829,0.11711711711711711
628,Pedagogia - Licenciatura Plena Diurno,2021,CE,24,4,88,6.0,94,28,0.8571428571428571,0.14285714285714285,0.9361702127659575,0.06382978723404255
628,Pedagogia - Licenciatura Plena Diurno,2022,CE,38,2,75,3.0,78,40,0.95,0.05,0.9615384615384616,0.038461538461538464
628,Pedagogia - Licenciatura Plena Diurno,2023,CE,32,0,95,14.0,109,32,1.0,0.0,0.8715596330275229,0.12844036697247707
628,Pedagogia - Licenciatura Plena Diurno,TOTAL,CE,378,11,908,107.0,1015,389,0.9717223650385605,0.028277634961439587,0.8945812807881773,0.10541871921182266
633,Educação Especial - Licenciatura Plena,2014,CE,31,1,38,1.0,39,32,0.96875,0.03125,0.9743589743589743,0.02564102564102564
633,Educação Especial - Licenciatura Plena,2015,CE,22,0,53,2.0,55,22,1.0,0.0,0.9636363636363636,0.03636363636363636
633,Educação Especial - Licenciatura Plena,2016,CE,18,0,63,6.0,69,18,1.0,0.0,0.9130434782608695,0.08695652173913043
633,Educação Especial - Licenciatura Plena,2017,CE,22,0,47,10.0,57,22,1.0,0.0,0.8245614035087719,0.17543859649122806
633,Educação Especial - Licenciatura Plena,2018,CE,18,1,63,3.0,66,19,0.9473684210526315,0.05263157894736842,0.9545454545454546,0.045454545454545456
633,Educação Especial - Licenciatura Plena,2019,CE,24,0,53,8.0,61,24,1.0,0.0,0.8688524590163934,0.13114754098360656
