COD_CURSO,NOME_UNIDADE,ANO,CENTRO,INGRESSANTES_M,INGRESSANTES_F,FORMADOS_M,FORMADOS_F,TOTAL_FORMADOS,TOTAL_INGRESSANTES,INGRESSANTES_M%,INGRESSANTES_F%,FORMADOS_M%,FORMADOS_F%
139,Curso de Bacharelado em Estatística - Noturno,2021,CCNE,4,8,7,25.0,32,12,0.3333333333333333,0.6666666666666666,0.21875,0.78125
139,Curso de Bacharelado em Estatística - Noturno,2022,CCNE,4,6,9,24.0,33,10,0.4,0.6,0.2727272727272727,0.7272727272727273
139,Curso de Bacharelado em Estatística - Noturno,2023,CCNE,5,5,11,25.0,36,10,0.5,0.5,0.3055555555555556,0.6944444444444444
139,Curso de Bacharelado em Estatística - Noturno,TOTAL,CCNE,41,36,150,248.0,398,77,0.5324675324675324,0.4675324675324675,0.3768844221105528,0.6231155778894473
140,História - Licenciatura PARFOR,2014,CCSH,10,2,0,0.0,0,12,0.8333333333333334,0.16666666666666666,,
140,História - Licenciatura PARFOR,TOTAL,CCSH,10,2,0,0.0,0,12,0.8333333333333334,0.16666666666666666,,
141,Curso Superior de Tecnologia em Processos Químicos,2014,CCNE,0,0,15,9.0,24,0,,,0.625,0.375
141,Curso Superior de Tecnologia em Processos Químicos,2015,CCNE,9,3,26,14.0,40,12,0.75,0.25,0.65,0.35
141,Curso Superior de Tecnologia em Processos Químicos,2016,CCNE,4,3,34,15.0,49,7,0.5714285714285714,0.42857142857142855,0.6938775510204082,0.30612244897959184
141,Curso Superior de Tecnologia em Processos Químicos,2017,CCNE,3,2,25,17.0,42,5,0.6,0.4,0.5952380952380952,0.40476190476190477
141,Curso Superior de Tecnologia em Processos Químicos,2018,CCNE,12,3,26,16.0,42,15,0.8,0.2,0.6190476190476191,0.38095238095238093
141,Curso Superior de Tecnologia em Processos Químicos,2019,CCNE,7,3,22,18.0,40,10,0.7,0.3,0.55,0.45
141,Curso Superior de Tecnologia em Processos Químicos,2020,CCNE,6,4,30,15.0,45,10,0.6,0.4,0.6666666666666666,0.3333333333333333
141,Curso Superior de Tecnologia em Processos Químicos,2021,CCNE,1,0,31,12.0,43,1,1.0,0.0,0.7209302325581395,0.27906976744186046
141,Curso Superior de Tecnologia em Processos Químicos,2022,CCNE,8,6,21,14.0,35,14,0.5714285714285714,0.42857142857142855,0.6,0.4
141,Curso Superior de Tecnologia em Processos Químicos,2023,CCNE,6,3,17,9.0,26,9,0.6666666666666666,0.3333333333333333,0.6538461538461539,0.34615384615384615
141,Curso Superior de Tecnologia em Processos Químicos,TOTAL,CCNE,56,27,247,139.0,386,83,0.6746987951807228,0.3253012048192771,0.6398963730569949,0.3601036269430052
142,História Licenciatura,2014,CCSH,0,0,17,13.0,30,0,,,0.5666666666666667,0.43333333333333335
142,História Licenciatura,2015,CCSH,0,0,16,13.0,29,0,,,0.5517241379310345,0.4482758620689655
142,História Licenciatura,2016,CCSH,0,0,9,28.0,37,0,,,0.24324324324324326,0.7567567567567568
142,História Licenciatura,2017,CCSH,0,0,15,33.0,48,0,,,0.3125,0.6875
142,História Licenciatura,2018,CCSH,12,10,16,22.0,38,22,0.5454545454545454,0.45454545454545453,0.42105263157894735,0.5789473684210527
142,História Licenciatura,2019,CCSH,15,12,20,20.0,40,27,0.5555555555555556,0.4444444444444444,0.5,0.5
142,História Licenciatura,2020,CCSH,3,6,19,17.0,36,9,0.3333333333333333,0.6666666666666666,0.5277777777777778,0.4722222222222222
142,História Licenciatura,2021,CCSH,6,15,20,16.0,36,21,0.2857142857142857,0.7142857142857143,0.5555555555555556,0.4444444444444444
142,História Licenciatura,2022,CCSH,5,14,15,18.0,33,19,0.2631578947368421,0.7368421052631579,0.45454545454545453,0.5454545454545454
142,História Licenciatura,2023,CCSH,14,13,21,17.0,38,27,0.5185185185185185,0.48148148148148145,0.5526315789473685,0.4473684210526316
142,História Licenciatura,TOTAL,CCSH,55,70,168,197.0,365,125,0.44,0.56,0.4602739726027397,0.5397260273972603
143,História Bacharelado,2014,CCSH,0,0,1,5.0,6,0,,,0.16666666666666666,0.8333333333333334
143,História Bacharelado,2015,CCSH,0,0,2,0.0,2,0,,,1.0,0.0
143,História Bacharelado,2016,CCSH,0,0,0,1.0,1,0,,,0.0,1.0
143,História Bacharelado,2018,CCSH,12,10,13,7.0,20,22,0.5454545454545454,0.45454545454545453,0.65,0.35
143,História Bacharelado,2019,CCSH,9,8,20,24.0,44,17,0.5294117647058824,0.47058823529411764,0.45454545454545453,0.5454545454545454
143,História Bacharelado,2020,CCSH,6,6,23,16.0,39,12,0.5,0.5,0.5897435897435898,0.41025641025641024
143,História Bacharelado,2021,CCSH,1,1,6,12.0,18,2,0.5,0.5,0.3333333333333333,0.6666666666666666
143,História Bacharelado,2022,CCSH,6,14,13,17.0,30,20,0.3,0.7,0.43333333333333335,0.5666666666666667
143,História Bacharelado,2023,CCSH,8,9,11,13.0,24,17,0.47058823529411764,0.5294117647058824,0.4583333333333333,0.5416666666666666
143,História Bacharelado,TOTAL,CCSH,42,48,89,95.0,184,90,0.4666666666666667,0.5333333333333333,0.483695652173913,0.5163043478260869
144,Curso de Estatística,2020,CCNE,0,0,0,1.0,1,0,,,0.0,1.0
144,Curso de Estatística,2021,CCNE,0,0,0,1.0,1,0,,,0.0,1.0
144,Curso de Estatística,2023,CCNE,0,0,4,3.0,7,0,,,0.5714285714285714,0.42857142857142855
144,Curso de Estatística,TOTAL,CCNE,0,0,4,5.0,9,0,,,0.4444444444444444,0.5555555555555556
202,Medicina,2014,CCS,46,49,77,73.0,150,95,0.4842105263157895,0.5157894736842106,0.5133333333333333,0.4866666666666667
202,Medicina,2015,CCS,54,61,63,65.0,128,115,0.46956521739130436,0.5304347826086957,0.4921875,0.5078125
202,Medicina,2016,CCS,50,47,52,73.0,125,97,0.5154639175257731,0.4845360824742268,0.416,0.584
202,Medicina,2017,CCS,62,49,73,63.0,136,111,0.5585585585585585,0.44144144144144143,0.5367647058823529,0.4632352941176471
202,Medicina,2018,CCS,60,61,66,68.0,134,121,0.49586776859504134,0.5041322314049587,0.4925373134328358,0.5074626865671642
202,Medicina,2019,CCS,68,51,55,80.0,135,119,0.5714285714285714,0.42857142857142855,0.4074074074074074,0.5925925925925926
202,Medicina,2020,CCS,48,64,57,74.0,131,112,0.42857142857142855,0.5714285714285714,0.4351145038167939,0.5648854961832062
202,Medicina,2021,CCS,56,64,59,71.0,130,120,0.4666666666666667,0.5333333333333333,0.45384615384615384,0.5461538461538461
202,Medicina,2022,CCS,20,27,85,100.0,185,47,0.425531914893617,0.574468085106383,0.4594594594594595,0.5405405405405406
202,Medicina,2023,CCS,63,61,62,65.0,127,124,0.5080645161290323,0.49193548387096775,0.4881889763779528,0.5118110236220472
202,Medicina,TOTAL,CCS,527,534,649,732.0,1381,1061,0.49670122525918947,0.5032987747408105,0.4699493120926865,0.5300506879073136
203,Odontologia,2014,CCS,49,11,58,22.0,80,60,0.8166666666666667,0.18333333333333332,0.725,0.275
203,Odontologia,2015,CCS,37,24,57,18.0,75,61,0.6065573770491803,0.39344262295081966,0.76,0.24
203,Odontologia,2016,CCS,39,24,55,24.0,79,63,0.6190476190476191,0.38095238095238093,0.6962025316455697,0.3037974683544304
203,Odontologia,2017,CCS,52,25,50,26.0,76,77,0.6753246753246753,0.3246753246753247,0.6578947368421053,0.34210526315789475
203,Odontologia,2018,CCS,40,19,57,33.0,90,59,0.6779661016949152,0.3220338983050847,0.6333333333333333,0.36666666666666664
203,Odontologia,2019,CCS,53,16,46,25.0,71,69,0.7681159420289855,0.2318840579710145,0.647887323943662,0.352112676056338
203,Odontologia,2020,CCS,20,7,59,21.0,80,27,0.7407407407407407,0.25925925925925924,0.7375,0.2625
203,Odontologia,2021,CCS,36,17,52,25.0,77,53,0.6792452830188679,0.32075471698113206,0.6753246753246753,0.3246753246753247
203,Odontologia,2022,CCS,22,9,50,28.0,78,31,0.7096774193548387,0.2903225806451613,0.6410256410256411,0.358974358974359
203,Odontologia,2023,CCS,47,19,54,20.0,74,66,0.7121212121212122,0.2878787878787879,0.7297297297297297,0.2702702702702703
203,Odontologia,TOTAL,CCS,395,171,538,242.0,780,566,0.6978798586572438,0.30212014134275617,0.6897435897435897,0.31025641025641026
204,Fonoaudiologia,2014,CCS,16,0,31,1.0,32,16,1.0,0.0,0.96875,0.03125
204,Fonoaudiologia,2015,CCS,24,1,29,2.0,31,25,0.96,0.04,0.9354838709677419,0.06451612903225806
204,Fonoaudiologia,2016,CCS,30,1,25,6.0,31,31,0.967741935483871,0.03225806451612903,0.8064516129032258,0.1935483870967742
204,Fonoaudiologia,2017,CCS,18,0,30,3.0,33,18,1.0,0.0,0.9090909090909091,0.09090909090909091
204,Fonoaudiologia,2018,CCS,25,0,28,6.0,34,25,1.0,0.0,0.8235294117647058,0.17647058823529413
204,Fonoaudiologia,2019,CCS,5,0,31,6.0,37,5,1.0,0.0,0.8378378378378378,0.16216216216216217
204,Fonoaudiologia,2020,CCS,19,3,36,1.0,37,22,0.8636363636363636,0.13636363636363635,0.972972972972973,0.02702702702702703
204,Fonoaudiologia,2021,CCS,5,1,29,2.0,31,6,0.8333333333333334,0.16666666666666666,0.9354838709677419,0.06451612903225806
204,Fonoaudiologia,2022,CCS,33,3,31,1.0,32,36,0.9166666666666666,0.08333333333333333,0.96875,0.03125
204,Fonoaudiologia,2023,CCS,15,1,40,4.0,44,16,0.9375,0.0625,0.9090909090909091,0.09090909090909091
204,Fonoaudiologia,TOTAL,CCS,190,10,310,32.0,342,200,0.95,0.05,0.9064327485380117,0.0935672514619883
209,Enfermagem,2014,CCS,40,5,57,4.0,61,45,0.8888888888888888,0.1111111111111111,0.9344262295081968,0.06557377049180328
209,Enfermagem,2015,CCS,27,8,46,9.0,55,35,0.7714285714285715,0.22857142857142856,0.8363636363636363,0.16363636363636364
209,Enfermagem,2016,CCS,39,6,42,8.0,50,45,0.8666666666666667,0.13333333333333333,0.84,0.16
209,Enfermagem,2017,CCS,33,3,44,14.0,58,36,0.9166666666666666,0.08333333333333333,0.7586206896551724,0.2413793103448276
209,Enfermagem,2018,CCS,1,0,50,14.0,64,1,1.0,0.0,0.78125,0.21875
209,Enfermagem,2019,CCS,26,5,43,14.0,57,31,0.8387096774193549,0.16129032258064516,0.7543859649122807,0.24561403508771928
209,Enfermagem,2020,CCS,31,2,41,14.0,55,33,0.9393939393939394,0.06060606060606061,0.7454545454545455,0.2545454545454545
209,Enfermagem,2021,CCS,13,0,42,12.0,54,13,1.0,0.0,0.7777777777777778,0.2222222222222222
209,Enfermagem,2022,CCS,19,3,42,13.0,55,22,0.8636363636363636,0.13636363636363635,0.7636363636363637,0.23636363636363636
209,Enfermagem,2023,CCS,32,8,41,11.0,52,40,0.8,0.2,0.7884615384615384,0.21153846153846154
209,Enfermagem,TOTAL,CCS,261,40,448,113.0,561,301,0.867109634551495,0.132890365448505,0.7985739750445633,0.2014260249554367
210,Fisioterapia,2014,CCS,24,2,42,9.0,51,26,0.9230769230769231,0.07692307692307693,0.8235294117647058,0.17647058823529413
210,Fisioterapia,2015,CCS,33,10,43,9.0,52,43,0.7674418604651163,0.23255813953488372,0.8269230769230769,0.17307692307692307
210,Fisioterapia,2016,CCS,34,1,50,11.0,61,35,0.9714285714285714,0.02857142857142857,0.819672131147541,0.18032786885245902
210,Fisioterapia,2017,CCS,18,4,34,16.0,50,22,0.8181818181818182,0.18181818181818182,0.68,0.32
210,Fisioterapia,2018,CCS,31,6,41,15.0,56,37,0.8378378378378378,0.16216216216216217,0.7321428571428571,0.26785714285714285
210,Fisioterapia,2019,CCS,33,11,43,17.0,60,44,0.75,0.25,0.7166666666666667,0.2833333333333333
210,Fisioterapia,2020,CCS,6,2,43,14.0,57,8,0.75,0.25,0.7543859649122807,0.24561403508771928
210,Fisioterapia,2021,CCS,23,2,30,21.0,51,25,0.92,0.08,0.5882352941176471,0.4117647058823529
210,Fisioterapia,2022,CCS,21,5,32,25.0,57,26,0.8076923076923077,0.19230769230769232,0.5614035087719298,0.43859649122807015
210,Fisioterapia,2023,CCS,29,6,36,14.0,50,35,0.8285714285714286,0.17142857142857143,0.72,0.28
210,Fisioterapia,TOTAL,CCS,252,49,394,151.0,545,301,0.8372093023255814,0.16279069767441862,0.7229357798165138,0.27706422018348625
211,Farmácia,2014,CCS,68,6,98,10.0,108,74,0.918918918918919,0.08108108108108109,0.9074074074074074,0.09259259259259259
211,Farmácia,2015,CCS,72,6,92,17.0,109,78,0.9230769230769231,0.07692307692307693,0.8440366972477065,0.1559633027522936
211,Farmácia,2016,CCS,62,9,90,33.0,123,71,0.8732394366197183,0.1267605633802817,0.7317073170731707,0.2682926829268293
211,Farmácia,2017,CCS,50,10,80,26.0,106,60,0.8333333333333334,0.16666666666666666,0.7547169811320755,0.24528301886792453
211,Farmácia,2018,CCS,57,8,76,36.0,112,65,0.8769230769230769,0.12307692307692308,0.6785714285714286,0.32142857142857145
211,Farmácia,2019,CCS,44,6,77,29.0,106,50,0.88,0.12,0.7264150943396226,0.27358490566037735
211,Farmácia,2020,CCS,21,6,87,13.0,100,27,0.7777777777777778,0.2222222222222222,0.87,0.13
211,Farmácia,2021,CCS,56,7,83,22.0,105,63,0.8888888888888888,0.1111111111111111,0.7904761904761904,0.20952380952380953
211,Farmácia,2022,CCS,50,12,88,11.0,99,62,0.8064516129032258,0.1935483870967742,0.8888888888888888,0.1111111111111111
211,Farmácia,2023,CCS,43,25,91,19.0,110,68,0.6323529411764706,0.36764705882352944,0.8272727272727273,0.17272727272727273
211,Farmácia,TOTAL,CCS,523,95,862,216.0,1078,618,0.8462783171521036,0.15372168284789645,0.7996289424860853,0.20037105751391465
212,Terapia Ocupacional,2014,CCS,35,1,72,6.0,78,36,0.9722222222222222,0.027777777777777776,0.9230769230769231,0.07692307692307693
212,Terapia Ocupacional,2015,CCS,40,3,63,7.0,70,43,0.9302325581395349,0.06976744186046512,0.9,0.1
212,Terapia Ocupacional,2016,CCS,53,3,68,5.0,73,56,0.9464285714285714,0.05357142857142857,0.9315068493150684,0.0684931506849315
212,Terapia Ocupacional,2017,CCS,64,5,61,13.0,74,69,0.927536231884058,0.07246376811594203,0.8243243243243243,0.17567567567567569
212,Terapia Ocupacional,2018,CCS,43,4,71,5.0,76,47,0.9148936170212766,0.0851063829787234,0.9342105263157895,0.06578947368421052
212,Terapia Ocupacional,2019,CCS,43,6,73,7.0,80,49,0.8775510204081632,0.12244897959183673,0.9125,0.0875
212,Terapia Ocupacional,2020,CCS,12,1,73,6.0,79,13,0.9230769230769231,0.07692307692307693,0.9240506329113924,0.0759493670886076
212,Terapia Ocupacional,2021,CCS,23,0,68,2.0,70,23,1.0,0.0,0.9714285714285714,0.02857142857142857
212,Terapia Ocupacional,2022,CCS,48,2,33,4.0,37,50,0.96,0.04,0.8918918918918919,0.10810810810810811
212,Terapia Ocupacional,2023,CCS,35,0,38,4.0,42,35,1.0,0.0,0.9047619047619048,0.09523809523809523
212,Terapia Ocupacional,TOTAL,CCS,396,25,620,59.0,679,421,0.9406175771971497,0.05938242280285035,0.9131075110456554,0.08689248895434462
213,Nutrição,2023,CCS,0,0,15,4.0,19,0,,,0.7894736842105263,0.21052631578947367
213,Nutrição,TOTAL,CCS,0,0,15,4.0,19,0,,,0.7894736842105263,0.21052631578947367
3003,Curso Superior de Tecnologia em Agronegócio,2014,CCR,7,6,11,7.0,18,13,0.5384615384615384,0.46153846153846156,0.6111111111111112,0.3888888888888889
3003,Curso Superior de Tecnologia em Agronegócio,2015,CCR,0,3,16,19.0,35,3,0.0,1.0,0.45714285714285713,0.5428571428571428
3003,Curso Superior de Tecnologia em Agronegócio,2016,CCR,3,3,13,28.0,41,6,0.5,0.5,0.3170731707317073,0.6829268292682927
3003,Curso Superior de Tecnologia em Agronegócio,2017,CCR,3,3,30,34.0,64,6,0.5,0.5,0.46875,0.53125
3003,Curso Superior de Tecnologia em Agronegócio,2018,CCR,2,10,27,36.0,63,12,0.16666666666666666,0.8333333333333334,0.42857142857142855,0.5714285714285714
3003,Curso Superior de Tecnologia em Agronegócio,2019,CCR,11,7,23,28.0,51,18,0.6111111111111112,0.3888888888888889,0.45098039215686275,0.5490196078431373
3003,Curso Superior de Tecnologia em Agronegócio,2020,CCR,7,4,23,34.0,57,11,0.6363636363636364,0.36363636363636365,0.40350877192982454,0.5964912280701754
3003,Curso Superior de Tecnologia em Agronegócio,2021,CCR,12,10,21,24.0,45,22,0.5454545454545454,0.45454545454545453,0.4666666666666667,0.5333333333333333
3003,Curso Superior de Tecnologia em Agronegócio,2022,CCR,9,13,21,20.0,41,22,0.4090909090909091,0.5909090909090909,0.5121951219512195,0.4878048780487805
3003,Curso Superior de Tecnologia em Agronegócio,2023,CCR,8,11,18,34.0,52,19,0.42105263157894735,0.5789473684210527,0.34615384615384615,0.6538461538461539
3003,Curso Superior de Tecnologia em Agronegócio,TOTAL,CCR,62,70,203,264.0,467,132,0.4696969696969697,0.5303030303030303,0.4346895074946467,0.5653104925053534
3004,Curso de Bacharelado em Administração,2014,CCSH,0,0,18,12.0,30,0,,,0.6,0.4
3004,Curso de Bacharelado em Administração,2015,CCSH,0,0,26,24.0,50,0,,,0.52,0.48
3004,Curso de Bacharelado em Administração,2016,CCSH,14,8,32,29.0,61,22,0.6363636363636364,0.36363636363636365,0.5245901639344263,0.47540983606557374
3004,Curso de Bacharelado em Administração,2017,CCSH,11,6,0,0.0,0,17,0.6470588235294118,0.35294117647058826,,
3004,Curso de Bacharelado em Administração,2018,CCSH,17,8,0,0.0,0,25,0.68,0.32,,
3004,Curso de Bacharelado em Administração,2019,CCSH,17,11,0,0.0,0,28,0.6071428571428571,0.39285714285714285,,
3004,Curso de Bacharelado em Administração,2020,CCSH,2,2,0,0.0,0,4,0.5,0.5,,
3004,Curso de Bacharelado em Administração,2022,CCSH,0,1,0,0.0,0,1,0.0,1.0,,
3004,Curso de Bacharelado em Administração,TOTAL,CCSH,61,36,76,65.0,141,97,0.6288659793814433,0.3711340206185567,0.5390070921985816,0.46099290780141844
302,Engenharia Civil,2014,CT,14,26,32,65.0,97,40,0.35,0.65,0.32989690721649484,0.6701030927835051
302,Engenharia Civil,2015,CT,16,41,26,57.0,83,57,0.2807017543859649,0.7192982456140351,0.3132530120481928,0.6867469879518072
302,Engenharia Civil,2016,CT,18,51,37,48.0,85,69,0.2608695652173913,0.7391304347826086,0.43529411764705883,0.5647058823529412
302,Engenharia Civil,2017,CT,38,42,23,59.0,82,80,0.475,0.525,0.2804878048780488,0.7195121951219512
302,Engenharia Civil,2018,CT,28,40,26,57.0,83,68,0.4117647058823529,0.5882352941176471,0.3132530120481928,0.6867469879518072
302,Engenharia Civil,2019,CT,31,34,25,54.0,79,65,0.47692307692307695,0.5230769230769231,0.31645569620253167,0.6835443037974683
302,Engenharia Civil,2020,CT,11,19,28,49.0,77,30,0.36666666666666664,0.6333333333333333,0.36363636363636365,0.6363636363636364
302,Engenharia Civil,2021,CT,17,29,32,47.0,79,46,0.3695652173913043,0.6304347826086957,0.4050632911392405,0.5949367088607594
302,Engenharia Civil,2022,CT,16,47,35,44.0,79,63,0.25396825396825395,0.746031746031746,0.4430379746835443,0.5569620253164557
302,Engenharia Civil,2023,CT,19,36,32,54.0,86,55,0.34545454545454546,0.6545454545454545,0.37209302325581395,0.627906976744186
302,Engenharia Civil,TOTAL,CT,208,365,296,534.0,830,573,0.36300174520069806,0.6369982547993019,0.3566265060240964,0.6433734939759036
303,Engenharia Elétrica,2014,CT,4,25,20,61.0,81,29,0.13793103448275862,0.8620689655172413,0.24691358024691357,0.7530864197530864
303,Engenharia Elétrica,2015,CT,3,40,14,56.0,70,43,0.06976744186046512,0.9302325581395349,0.2,0.8
303,Engenharia Elétrica,2016,CT,11,24,9,58.0,67,35,0.3142857142857143,0.6857142857142857,0.13432835820895522,0.8656716417910447
303,Engenharia Elétrica,2017,CT,5,33,14,50.0,64,38,0.13157894736842105,0.868421052631579,0.21875,0.78125
303,Engenharia Elétrica,2018,CT,4,39,8,52.0,60,43,0.09302325581395349,0.9069767441860465,0.13333333333333333,0.8666666666666667
303,Engenharia Elétrica,2019,CT,13,40,9,54.0,63,53,0.24528301886792453,0.7547169811320755,0.14285714285714285,0.8571428571428571
303,Engenharia Elétrica,2020,CT,5,15,16,45.0,61,20,0.25,0.75,0.26229508196721313,0.7377049180327869
303,Engenharia Elétrica,2021,CT,6,24,11,48.0,59,30,0.2,0.8,0.1864406779661017,0.8135593220338984
303,Engenharia Elétrica,2022,CT,8,19,15,59.0,74,27,0.2962962962962963,0.7037037037037037,0.20270270270270271,0.7972972972972973
303,Engenharia Elétrica,2023,CT,7,28,10,56.0,66,35,0.2,0.8,0.15151515151515152,0.8484848484848485
303,Engenharia Elétrica,TOTAL,CT,66,287,126,539.0,665,353,0.18696883852691218,0.8130311614730878,0.18947368421052632,0.8105263157894737
304,Engenharia Mecânica,2014,CT,4,36,6,60.0,66,40,0.1,0.9,0.09090909090909091,0.9090909090909091
304,Engenharia Mecânica,2015,CT,4,33,8,51.0,59,37,0.10810810810810811,0.8918918918918919,0.13559322033898305,0.864406779661017
304,Engenharia Mecânica,2016,CT,1,29,7,41.0,48,30,0.03333333333333333,0.9666666666666667,0.14583333333333334,0.8541666666666666
304,Engenharia Mecânica,2017,CT,6,27,6,45.0,51,33,0.18181818181818182,0.8181818181818182,0.11764705882352941,0.8823529411764706
304,Engenharia Mecânica,2018,CT,4,40,7,52.0,59,44,0.09090909090909091,0.9090909090909091,0.11864406779661017,0.8813559322033898
304,Engenharia Mecânica,2019,CT,2,33,7,45.0,52,35,0.05714285714285714,0.9428571428571428,0.1346153846153846,0.8653846153846154
304,Engenharia Mecânica,2020,CT,1,14,8,55.0,63,15,0.06666666666666667,0.9333333333333333,0.12698412698412698,0.873015873015873
304,Engenharia Mecânica,2021,CT,2,13,16,34.0,50,15,0.13333333333333333,0.8666666666666667,0.32,0.68
304,Engenharia Mecânica,2022,CT,3,21,17,36.0,53,24,0.125,0.875,0.32075471698113206,0.6792452830188679
304,Engenharia Mecânica,2023,CT,5,26,6,53.0,59,31,0.16129032258064516,0.8387096774193549,0.1016949152542373,0.8983050847457628
304,Engenharia Mecânica,TOTAL,CT,32,272,88,472.0,560,304,0.10526315789473684,0.8947368421052632,0.15714285714285714,0.8428571428571429
305,Engenharia Química,2014,CT,20,11,54,37.0,91,31,0.6451612903225806,0.3548387096774194,0.5934065934065934,0.4065934065934066
305,Engenharia Química,2015,CT,22,13,55,36.0,91,35,0.6285714285714286,0.37142857142857144,0.6043956043956044,0.3956043956043956
305,Engenharia Química,2016,CT,18,14,53,36.0,89,32,0.5625,0.4375,0.5955056179775281,0.4044943820224719
305,Engenharia Química,2017,CT,41,26,26,47.0,73,67,0.6119402985074627,0.3880597014925373,0.3561643835616438,0.6438356164383562
305,Engenharia Química,2018,CT,40,25,35,41.0,76,65,0.6153846153846154,0.38461538461538464,0.4605263157894737,0.5394736842105263
305,Engenharia Química,2019,CT,27,23,37,44.0,81,50,0.54,0.46,0.4567901234567901,0.5432098765432098
305,Engenharia Química,2020,CT,34,18,47,47.0,94,52,0.6538461538461539,0.34615384615384615,0.5,0.5
305,Engenharia Química,2021,CT,18,14,32,35.0,67,32,0.5625,0.4375,0.47761194029850745,0.5223880597014925
305,Engenharia Química,2022,CT,14,22,40,33.0,73,36,0.3888888888888889,0.6111111111111112,0.547945205479452,0.4520547945205479
305,Engenharia Química,2023,CT,20,21,43,26.0,69,41,0.4878048780487805,0.5121951219512195,0.6231884057971014,0.37681159420289856
305,Engenharia Química,TOTAL,CT,254,187,422,382.0,804,441,0.5759637188208617,0.42403628117913833,0.5248756218905473,0.47512437810945274
307,Ciência da Computação - Bacharelado,2014,CT,1,16,4,41.0,45,17,0.058823529411764705,0.9411764705882353,0.08888888888888889,0.9111111111111111
307,Ciência da Computação - Bacharelado,2015,CT,3,19,4,38.0,42,22,0.13636363636363635,0.8636363636363636,0.09523809523809523,0.9047619047619048
307,Ciência da Computação - Bacharelado,2016,CT,1,19,10,30.0,40,20,0.05,0.95,0.25,0.75
307,Ciência da Computação - Bacharelado,2017,CT,2,12,4,39.0,43,14,0.14285714285714285,0.8571428571428571,0.09302325581395349,0.9069767441860465
307,Ciência da Computação - Bacharelado,2018,CT,1,8,5,44.0,49,9,0.1111111111111111,0.8888888888888888,0.10204081632653061,0.8979591836734694
307,Ciência da Computação - Bacharelado,2019,CT,2,14,4,42.0,46,16,0.125,0.875,0.08695652173913043,0.9130434782608695
307,Ciência da Computação - Bacharelado,2020,CT,2,16,4,39.0,43,18,0.1111111111111111,0.8888888888888888,0.09302325581395349,0.9069767441860465
307,Ciência da Computação - Bacharelado,2021,CT,1,24,3,39.0,42,25,0.04,0.96,0.07142857142857142,0.9285714285714286
307,Ciência da Computação - Bacharelado,2022,CT,0,8,5,35.0,40,8,0.0,1.0,0.125,0.875
307,Ciência da Computação - Bacharelado,2023,CT,0,9,2,39.0,41,9,0.0,1.0,0.04878048780487805,0.9512195121951219
307,Ciência da Computação - Bacharelado,TOTAL,CT,13,145,45,386.0,431,158,0.08227848101265822,0.9177215189873418,0.10440835266821345,0.8955916473317865
308,Arquitetura e Urbanismo,2014,CT,14,5,25,13.0,38,19,0.7368421052631579,0.2631578947368421,0.6578947368421053,0.34210526315789475
308,Arquitetura e Urbanismo,2015,CT,20,3,32,11.0,43,23,0.8695652173913043,0.13043478260869565,0.7441860465116279,0.2558139534883721
308,Arquitetura e Urbanismo,2016,CT,13,5,28,8.0,36,18,0.7222222222222222,0.2777777777777778,0.7777777777777778,0.2222222222222222
308,Arquitetura e Urbanismo,2017,CT,17,4,36,7.0,43,21,0.8095238095238095,0.19047619047619047,0.8372093023255814,0.16279069767441862
308,Arquitetura e Urbanismo,2018,CT,7,8,28,6.0,34,15,0.4666666666666667,0.5333333333333333,0.8235294117647058,0.17647058823529413
308,Arquitetura e Urbanismo,2019,CT,25,9,23,9.0,32,34,0.7352941176470589,0.2647058823529412,0.71875,0.28125
308,Arquitetura e Urbanismo,2020,CT,7,4,22,10.0,32,11,0.6363636363636364,0.36363636363636365,0.6875,0.3125
308,Arquitetura e Urbanismo,2021,CT,20,5,24,6.0,30,25,0.8,0.2,0.8,0.2
308,Arquitetura e Urbanismo,2022,CT,24,5,21,11.0,32,29,0.8275862068965517,0.1724137931034483,0.65625,0.34375
308,Arquitetura e Urbanismo,2023,CT,25,5,19,12.0,31,30,0.8333333333333334,0.16666666666666666,0.6129032258064516,0.3870967741935484
308,Arquitetura e Urbanismo,TOTAL,CT,172,53,258,93.0,351,225,0.7644444444444445,0.23555555555555555,0.7350427350427351,0.26495726495726496
309,Curso de Engenharia Sanitária e Ambiental,2014,CT,3,2,25,21.0,46,5,0.6,0.4,0.5434782608695652,0.45652173913043476
309,Curso de Engenharia Sanitária e Ambiental,2015,CT,13,5,25,19.0,44,18,0.7222222222222222,0.2777777777777778,0.5681818181818182,0.4318181818181818
309,Curso de Engenharia Sanitária e Ambiental,2016,CT,9,6,25,22.0,47,15,0.6,0.4,0.5319148936170213,0.46808510638297873
309,Curso de Engenharia Sanitária e Ambiental,2017,CT,21,10,19,27.0,46,31,0.6774193548387096,0.3225806451612903,0.41304347826086957,0.5869565217391305
309,Curso de Engenharia Sanitária e Ambiental,2018,CT,10,5,21,18.0,39,15,0.6666666666666666,0.3333333333333333,0.5384615384615384,0.46153846153846156
309,Curso de Engenharia Sanitária e Ambiental,2019,CT,15,9,22,17.0,39,24,0.625,0.375,0.5641025641025641,0.4358974358974359
309,Curso de Engenharia Sanitária e Ambiental,2020,CT,13,5,27,13.0,40,18,0.7222222222222222,0.2777777777777778,0.675,0.325
