COD_CURSO,NOME_UNIDADE,NIVEL_CURSO,ANO,SEXO,INGRESSANTES,FORMADOS,CENTRO
302,Engenharia Civil,Graduação,2020,M,49.0,19.0,CT
302,Engenharia Civil,Graduação,2021,F,32.0,17.0,CT
302,Engenharia Civil,Graduação,2021,M,47.0,29.0,CT
302,Engenharia Civil,Graduação,2022,F,35.0,16.0,CT
302,Engenharia Civil,Graduação,2022,M,44.0,47.0,CT
302,Engenharia Civil,Graduação,2023,F,32.0,19.0,CT
302,Engenharia Civil,Graduação,2023,M,54.0,36.0,CT
302,Engenharia Civil,Graduação,TOTAL,F,296.0,208.0,CT
302,Engenharia Civil,Graduação,TOTAL,M,534.0,365.0,CT
303,Engenharia Elétrica,Graduação,2014,F,20.0,4.0,CT
303,Engenharia Elétrica,Graduação,2014,M,61.0,25.0,CT
303,Engenharia Elétrica,Graduação,2015,F,14.0,3.0,CT
303,Engenharia Elétrica,Graduação,2015,M,56.0,40.0,CT
303,Engenharia Elétrica,Graduação,2016,F,9.0,11.0,CT
303,Engenharia Elétrica,Graduação,2016,M,58.0,24.0,CT
303,Engenharia Elétrica,Graduação,2017,F,14.0,5.0,CT
303,Engenharia Elétrica,Graduação,2017,M,50.0,33.0,CT
303,Engenharia Elétrica,Graduação,2018,F,8.0,4.0,CT
303,Engenharia Elétrica,Graduação,2018,M,52.0,39.0,CT
303,Engenharia Elétrica,Graduação,2019,F,9.0,13.0,CT
303,Engenharia Elétrica,Graduação,2019,M,54.0,40.0,CT
303,Engenharia Elétrica,Graduação,2020,F,16.0,5.0,CT
303,Engenharia Elétrica,Graduação,2020,M,45.0,15.0,CT
303,Engenharia Elétrica,Graduação,2021,F,11.0,6.0,CT
303,Engenharia Elétrica,Graduação,2021,M,48.0,24.0,CT
303,Engenharia Elétrica,Graduação,2022,F,15.0,8.0,CT
303,Engenharia Elétrica,Graduação,2022,M,59.0,19.0,CT
303,Engenharia Elétrica,Graduação,2023,F,10.0,7.0,CT
303,Engenharia Elétrica,Graduação,2023,M,56.0,28.0,CT
303,Engenharia Elétrica,Graduação,TOTAL,F,126.0,66.0,CT
303,Engenharia Elétrica,Graduação,TOTAL,M,539.0,287.0,CT
304,Engenharia Mecânica,Graduação,2014,F,6.0,4.0,CT
304,Engenharia Mecânica,Graduação,2014,M,60.0,36.0,CT
304,Engenharia Mecânica,Graduação,2015,F,8.0,4.0,CT
304,Engenharia Mecânica,Graduação,2015,M,51.0,33.0,CT
304,Engenharia Mecânica,Graduação,2016,F,7.0,1.0,CT
304,Engenharia Mecânica,Graduação,2016,M,41.0,29.0,CT
304,Engenharia Mecânica,Graduação,2017,F,6.0,6.0,CT
304,Engenharia Mecânica,Graduação,2017,M,45.0,27.0,CT
304,Engenharia Mecânica,Graduação,2018,F,7.0,4.0,CT
304,Engenharia Mecânica,Graduação,2018,M,52.0,40.0,CT
304,Engenharia Mecânica,Graduação,2019,F,7.0,2.0,CT
304,Engenharia Mecânica,Graduação,2019,M,45.0,33.0,CT
304,Engenharia Mecânica,Graduação,2020,F,8.0,1.0,CT
304,Engenharia Mecânica,Graduação,2020,M,55.0,14.0,CT
304,Engenharia Mecânica,Graduação,2021,F,16.0,2.0,CT
304,Engenharia Mecânica,Graduação,2021,M,34.0,13.0,CT
304,Engenharia Mecânica,Graduação,2022,F,17.0,3.0,CT
304,Engenharia Mecânica,Graduação,2022,M,36.0,21.0,CT
304,Engenharia Mecânica,Graduação,2023,F,6.0,5.0,CT
304,Engenharia Mecânica,Graduação,2023,M,53.0,26.0,CT
304,Engenharia Mecânica,Graduação,TOTAL,F,88.0,32.0,CT
304,Engenharia Mecânica,Graduação,TOTAL,M,472.0,272.0,CT
305,Engenharia Química,Graduação,2014,M,37.0,11.0,CT
305,Engenharia Química,Graduação,2014,F,54.0,20.0,CT
305,Engenharia Química,Graduação,2015,M,36.0,13.0,CT
305,Engenharia Química,Graduação,2015,F,55.0,22.0,CT
305,Engenharia Química,Graduação,2016,M,36.0,14.0,CT
305,Engenharia Química,Graduação,2016,F,53.0,18.0,CT
305,Engenharia Química,Graduação,2017,M,47.0,26.0,CT
305,Engenharia Química,Graduação,2017,F,26.0,41.0,CT
305,Engenharia Química,Graduação,2018,M,41.0,25.0,CT
305,Engenharia Química,Graduação,2018,F,35.0,40.0,CT
305,Engenharia Química,Graduação,2019,M,44.0,23.0,CT
305,Engenharia Química,Graduação,2019,F,37.0,27.0,CT
305,Engenharia Química,Graduação,2020,M,47.0,18.0,CT
305,Engenharia Química,Graduação,2020,F,47.0,34.0,CT
305,Engenharia Química,Graduação,2021,M,35.0,14.0,CT
305,Engenharia Química,Graduação,2021,F,32.0,18.0,CT
305,Engenharia Química,Graduação,2022,F,40.0,14.0,CT
305,Engenharia Química,Graduação,2022,M,33.0,22.0,CT
305,Engenharia Química,Graduação,2023,F,43.0,20.0,CT
305,Engenharia Química,Graduação,2023,M,26.0,21.0,CT
305,Engenharia Química,Graduação,TOTAL,M,382.0,187.0,CT
305,Engenharia Química,Graduação,TOTAL,F,422.0,254.0,CT
401,Agronomia,Graduação,2014,F,42.0,22.0,CCR
401,Agronomia,Graduação,2014,M,96.0,77.0,CCR
401,Agronomia,Graduação,2015,F,52.0,23.0,CCR
401,Agronomia,Graduação,2015,M,85.0,71.0,CCR
401,Agronomia,Graduação,2016,F,33.0,28.0,CCR
401,Agronomia,Graduação,2016,M,93.0,63.0,CCR
401,Agronomia,Graduação,2017,F,44.0,30.0,CCR
401,Agronomia,Graduação,2017,M,85.0,76.0,CCR
401,Agronomia,Graduação,2018,F,44.0,27.0,CCR
401,Agronomia,Graduação,2018,M,91.0,77.0,CCR
401,Agronomia,Graduação,2019,F,53.0,33.0,CCR
401,Agronomia,Graduação,2019,M,84.0,53.0,CCR
401,Agronomia,Graduação,2020,F,45.0,23.0,CCR
401,Agronomia,Graduação,2020,M,90.0,56.0,CCR
401,Agronomia,Graduação,2021,F,44.0,21.0,CCR
401,Agronomia,Graduação,2021,M,81.0,71.0,CCR
401,Agronomia,Graduação,2022,F,48.0,30.0,CCR
401,Agronomia,Graduação,2022,M,62.0,67.0,CCR
401,Agronomia,Graduação,2023,F,42.0,23.0,CCR
401,Agronomia,Graduação,2023,M,85.0,60.0,CCR
401,Agronomia,Graduação,TOTAL,F,447.0,260.0,CCR
401,Agronomia,Graduação,TOTAL,M,852.0,671.0,CCR
3003,Curso Superior de Tecnologia em Agronegócio,Graduação,2014,M,7.0,6.0,CCR
3003,Curso Superior de Tecnologia em Agronegócio,Graduação,2014,F,11.0,7.0,CCR
3003,Curso Superior de Tecnologia em Agronegócio,Graduação,2015,F,16.0,0.0,CCR
3003,Curso Superior de Tecnologia em Agronegócio,Graduação,2015,M,19.0,3.0,CCR
3003,Curso Superior de Tecnologia em Agronegócio,Graduação,2016,F,13.0,3.0,CCR
3003,Curso Superior de Tecnologia em Agronegócio,Graduação,2016,M,28.0,3.0,CCR
3003,Curso Superior de Tecnologia em Agronegócio,Graduação,2017,F,30.0,3.0,CCR
3003,Curso Superior de Tecnologia em Agronegócio,Graduação,2017,M,34.0,3.0,CCR
3003,Curso Superior de Tecnologia em Agronegócio,Graduação,2018,F,27.0,2.0,CCR
3003,Curso Superior de Tecnologia em Agronegócio,Graduação,2018,M,36.0,10.0,CCR
3003,Curso Superior de Tecnologia em Agronegócio,Graduação,2019,M,28.0,7.0,CCR
3003,Curso Superior de Tecnologia em Agronegócio,Graduação,2019,F,23.0,11.0,CCR
3003,Curso Superior de Tecnologia em Agronegócio,Graduação,2020,M,34.0,4.0,CCR
3003,Curso Superior de Tecnologia em Agronegócio,Graduação,2020,F,23.0,7.0,CCR
3003,Curso Superior de Tecnologia em Agronegócio,Graduação,2021,M,24.0,10.0,CCR
3003,Curso Superior de Tecnologia em Agronegócio,Graduação,2021,F,21.0,12.0,CCR
3003,Curso Superior de Tecnologia em Agronegócio,Graduação,2022,F,21.0,9.0,CCR
3003,Curso Superior de Tecnologia em Agronegócio,Graduação,2022,M,20.0,13.0,CCR
3003,Curso Superior de Tecnologia em Agronegócio,Graduação,2023,F,18.0,8.0,CCR
